YEAR,DISTRICT,UPAZILA/THANA,EIIN,INSTITUTE NAME,CLASS_SIX_AGE_UNDER11,CLASS_SIX_AGE11,CLASS_SIX_AGE12,CLASS_SIX_AGE13,CLASS_SIX_AGE14,CLASS_SIX_AGE15,CLASS_SIX_AGE_UPER15,CLASS_SEVEN_AGE_UNDER11,CLASS_SEVEN_AGE11,CLASS_SEVEN_AGE12,CLASS_SEVEN_AGE13,CLASS_SEVEN_AGE14,CLASS_SEVEN_AGE15,CLASS_SEVEN_AGE_UPER15,CLASS_EIGHT_AGE_UNDER11,CLASS_EIGHT_AGE11,CLASS_EIGHT_AGE12,CLASS_EIGHT_AGE13,CLASS_EIGHT_AGE14,CLASS_EIGHT_AGE15,CLASS_EIGHT_AGE_UPER15,CLASS_NINE_AGE_UNDER11,CLASS_NINE_AGE11,CLASS_NINE_AGE12,CLASS_NINE_AGE13,CLASS_NINE_AGE14,CLASS_NINE_AGE15,CLASS_NINE_AGE_UPER15,CLASS_TEN_AGE_UNDER11,CLASS_TEN_AGE11,CLASS_TEN_AGE12,CLASS_TEN_AGE13,CLASS_TEN_AGE14,CLASS_TEN_AGE15,CLASS_TEN_AGE_UPER15
2016,CHANDPUR,SHAHRASTI,103956,MONIRA AZIM ACADEMY,8,16,16,10,,,,,12,24,12,6,,,,,10,5,5,,,,,,,10,12,3,,,,,8,26,5
2016,CHANDPUR,SHAHRASTI,103957,KHILABAZAR SCHOOL AND COLLEGE,,90,48,,,,,,,110,30,6,,,,,,105,40,6,,,,,100,50,10,9,,,,,30,40,50
2016,CHANDPUR,SHAHRASTI,103958,BADIA M.H.HIGH SCHOOL,,10,75,5,,,,,,12,55,4,,,,,,10,65,5,,,,,,7,60,,,,,,,10,29
2016,CHANDPUR,SHAHRASTI,103959,SHAHRASTI MODEL SCHOOL,10,45,25,,,,,,10,37,20,,,,,,8,30,,,,,,,,3,30,,,,,,,12,20
2016,CHANDPUR,SHAHRASTI,103960,NIZMEHAR MODEL PILOT HIGH SCHOOL,31,141,22,,,,,,28,114,14,,,,,,11,136,8,,,,,,12,71,8,,,,,,18,82,5
2016,CHANDPUR,SHAHRASTI,103961,MEHAR HIGH SCHOOL,74,30,8,,,,,,70,26,4,,,,,,88,24,2,,,,,,43,21,13,,,,,,28,34,33
2016,CHANDPUR,SHAHRASTI,103962,WARUK RAHAMANIA HIGH SCHOOL,20,92,155,49,21,19,,,20,113,120,40,10,5,,,15,95,115,30,7,,,,12,83,145,15,,,,10,51,80,85
2016,CHANDPUR,SHAHRASTI,103963,PANCHAGRAM AZIZUR RAHMAN HIGH SCHOOL,103,18,,,,,,,95,22,,,,,,,,143,15,,,,,,,88,9,,,,,,,98,14
2016,CHANDPUR,SHAHRASTI,103964,DHAMRA ADARSHA HIGH SCHOOL,13,41,,,,,,,35,16,,,,,,,38,20,,,,,,,20,10,,,,,,,20,18,
2016,CHANDPUR,SHAHRASTI,103965,CHARIARA HIGH SCHOOL,15,90,52,,,,,,20,75,70,,,,,,25,85,35,,,,,,15,55,34,,,,,,17,57,34
2016,CHANDPUR,SHAHRASTI,103966,BERNAIYA HIGH SCHOOL,94,4,1,,,,,,85,6,2,,,,,,108,4,3,,,,,,100,8,3,,,,,,134,9,6
2016,CHANDPUR,SHAHRASTI,103967,BEJOYPUR HIGH SCHOOL,5,75,8,,,,,,5,70,7,,,,,90,15,4,,,,,,100,7,,,,,,6,80,3,,
2016,CHANDPUR,SHAHRASTI,103968,SUCHI PARA HIGH SCHOOL,,15,195,57,10,,,,20,109,87,,,,,3,12,121,76,,,,,,4,47,96,40,,,,43,13,74,40
2016,CHANDPUR,SHAHRASTI,103969,SUAPARA G.K SECONDARY SCHOOL,30,80,85,15,,,,,15,75,92,19,,,,,18,68,11,10,,,,,27,60,40,20,,,,,24,50,60
2016,CHANDPUR,SHAHRASTI,103970,BALSHID HAJEE AKUB ALI HIGH SCHOOL,28,90,40,8,,,,,11,52,42,19,,,,,12,60,28,11,,,,,34,68,20,,,,,,32,60,15
2016,CHANDPUR,SHAHRASTI,103971,NOAGAON HIGH SCHOOL,7,30,20,,,,,,,,42,15,,,,,,25,25,,,,,,,20,16,,,,,,,35,15
2016,CHANDPUR,SHAHRASTI,103972,DAKHIN SUCHIPARA UNION HIGH SCHOOL,62,60,5,,,,,,60,76,14,,,,,,50,62,15,,,,,,54,70,2,,,,,,45,50,5
2016,CHANDPUR,SHAHRASTI,103973,RAGOI HIGH SCHOOL,69,115,19,2,0,0,0,,,60,85,30,0,0,,,10,86,90,21,0,,,15,67,62,16,7,,,0,7,40,75,33
2016,CHANDPUR,SHAHRASTI,103974,KHERIHOR ADRASHA HIGH SCHOOL,,,165,,,,,,,,109,,,,,,,,131,,,,,,,,122,,,,,,,115,
2016,CHANDPUR,SHAHRASTI,103975,DEBKORA MARGUBA DR.SHAHIDULAH MEMORIAL HIGH SCHOOL,10,65,21,14,,,,,14,58,28,11,,,,,18,69,26,13,,,,,13,50,28,8,,,,,10,41,34
2016,CHANDPUR,SHAHRASTI,103976,FARID UDDIN HIGH SCHOOL,7,33,40,5,,,,,6,50,15,18,,,,,7,45,37,15,,,,,35,38,12,16,,,,,21,13,32
2016,CHANDPUR,SHAHRASTI,103978,PANCHANAGAR IDEAL HIGH SCHOOL,,30,50,30,2,,,,,60,20,,,,,,40,60,31,,,,,,20,40,17,,,,,,15,24,
2016,CHITTAGONG,ANOWARA,104002,UPAKULIA ADORSHA HIGH SCHOOL,232,97,113,22,,,,197,,51,20,,,,133,,,38,95,,,109,,,,,33,76,100,,,,,15,85
2016,CHITTAGONG,ANOWARA,104003,ANWARA MODEL HIGH SCHOOL,61,210,100,,,,,,35,251,25,,,,,,80,200,31,,,,,,40,175,20,,,,,,39,165,20
2016,CHITTAGONG,ANOWARA,104004,PARAI KORA NAYAN TARA HIGH SCHOOL,15,70,50,20,20,,,,10,70,52,45,,,,,8,62,48,17,8,,,,20,80,40,4,,,,6,20,60,37
2016,CHITTAGONG,ANOWARA,104005,BATTALI S.M.AULIA HIGH SCHOOL,30,90,200,144,30,20,,,20,188,200,40,20,20,,,120,50,168,40,25,,,,80,221,40,35,,,,,120,50,50
2016,CHITTAGONG,ANOWARA,104006,ANWARA GIRLS HIGH SCHOOL,40,50,15,2,,,,,50,60,15,10,,,,,60,70,10,2,,,,,25,35,12,,,,,,25,35,6
2016,CHITTAGONG,ANOWARA,104007,NITYA NANDA HIGH SCHOOL GUZARA,4,98,14,,,,,,,91,56,,,,,,,38,50,,,,,,19,45,,,,,,,22,26,
2016,CHITTAGONG,ANOWARA,104008,KAINPURA HIGH SCHOOL,,150,33,,,,,,,60,53,,,,,,,102,57,,,,,,,90,53,,,,,,,80,11
2016,CHITTAGONG,ANOWARA,104009,TAILARDWIP BARAKHAIN ERSHED ALI HIGH SCHOOL,67,170,,,,,,,,28,226,,,,,,,29,233,,,,,,,111,99,,,,,,,71,174
2016,CHITTAGONG,ANOWARA,104010,CHATARY UNION M/L HIGH SCHOOL,0,45,148,32,,,,0,35,180,25,7,,,0,0,8,45,150,41,,0,0,0,40,142,15,,0,0,0,0,52,92,10
2016,CHITTAGONG,ANOWARA,104011,BASHIRUZZAMAN MEMORIAL INSTITUTE,2,157,7,,,,,,4,198,18,,,,,,5,180,3,,,,,,2,156,1,,,,,,2,105,4
2016,CHITTAGONG,ANOWARA,104012,RAIPUR UNION  MULATILATERAL HIGH SCHOOL,50,300,123,,,,,,,150,159,,,,,,,117,139,,,,,,,85,80,41,,,,,,64,71
2016,CHITTAGONG,ANOWARA,104013,BARUCHARA SHAHID BASHAR UZZMAN HIGH SCHOOL,187,200,,,,,,,168,101,,,,,,,75,130,,,,,,,98,110,,,,,,,87,119,
2016,CHITTAGONG,ANOWARA,104014,SINGHARA RAMKANAI HIGH SCHOOL,33,20,,,,,,,39,30,,,,,,,33,50,,,,,,,25,25,10,,,,,,13,20,2
2016,CHITTAGONG,ANOWARA,104015,EAST BOROIYA T.M.C. HIGH SCHOOL,52,148,29,,,,,,33,137,23,,,,,,41,98,24,,,,,,32,92,18,,,,,,12,59,9
2016,CHITTAGONG,ANOWARA,104016,JHE.BA.SHI HIGH SCHOOL,90,72,12,1,,,,,24,75,80,12,,,,,12,92,77,,,,,,,80,34,,,,,,,81,43
2016,CHITTAGONG,ANOWARA,104017,GUAPANCHAK HIGH SCHOOL,15,120,30,10,,,,,9,105,35,,,,,,10,100,35,,,,,,11,120,22,,,,,,9,95,15
2016,CHITTAGONG,ANOWARA,104018,MAHATA PATANIKOTA MODEL HIGH SCHOOL,128,68,18,28,,,,,121,65,14,41,,,,,155,50,47,,,,,,105,60,47,,,,,,24,76,43
2016,CHITTAGONG,ANOWARA,104019,KHAS KHAMA GIRLS HIGH SCHOOL,28,10,5,0,0,0,0,0,30,11,5,0,0,0,0,3,25,11,5,0,0,0,0,0,3,25,7,2,0,0,0,0,7,14,8
2016,CHITTAGONG,ANOWARA,104020,BHAKTIAPARA CHAR PEER AULIA (R.) HIGH SCHOOL,102,211,116,,,,,,208,172,66,,,,,,52,271,175,,,,,,127,122,105,,,,,,27,122,169
2016,CHITTAGONG,ANOWARA,104021,J.K.S.HIGHSCHOOL,32,287,34,,,,,12,52,113,16,,,,,,16,86,39,,,,,,,26,109,34,,,,,,41,22
2016,CHITTAGONG,ANOWARA,104022,HAZEEGAON SHOLKATA S.J. NIZAM HIGH SCHOOL,98,35,,,,,,,90,31,,,,,,,92,40,,,,,,,47,12,,,,,,,58,10,
2016,CHITTAGONG,ANOWARA,104024,PIRKHINE MOULANA ASHRAF CHOWDHURY HIGH SCHOOL,70,50,25,15,,,,25,35,30,28,19,,,,,49,80,55,15,,,,30,51,56,,,,,10,15,25,95,
2016,CHITTAGONG,ANOWARA,104470,MARINE ACADEMY  SCHOOL AND COLLEGE,20,210,153,,,,,,40,140,103,,,,,,,65,208,,,,,,,70,128,,,,,,,93,71
2016,CHITTAGONG,ANOWARA,104487,CHITTAGONG UREA FERTILIZER SCHOOL AND COLLEGE,2,50,19,0,0,0,0,0,11,41,19,0,0,0,0,0,10,55,10,0,0,0,0,0,25,55,4,0,0,0,0,0,16,40,20
2016,CHITTAGONG,ANOWARA,132146,KAFCO SCHOOL AND COLLEGE,13,30,,,,,,,10,50,,,,,,,16,35,,,,,,,,28,1,,,,,,,36,
2016,CHITTAGONG,ANOWARA,137049,DAKSHIN BANDAR JUNIOR HIGH SCHOOL,180,24,,,,,,,102,33,,,,,,,85,22,,,,,,,65,9,,,,,,,,,
2016,CHITTAGONG,BAYEJID BOSTAMI,104041,IMARATUNESA CITY CORPORATION GIRLS HIGH,,34,76,18,,,,,,68,98,47,,,,,8,68,85,17,4,,,,6,92,43,8,,,,,6,62,90
2016,CHITTAGONG,BAYEJID BOSTAMI,104043,BAIZED LAINE HIGH SCHOOL,40,58,28,,,,,,32,59,37,,,,,,8,62,58,,,,,,,43,60,20,,,,,33,48,30
2016,CHITTAGONG,BAYEJID BOSTAMI,104045,SHERSHAH COLONY DR. MAZHARUL HAQUE HIGH SCHOOL,10,178,166,14,,,,,,78,212,18,,,,,19,196,78,11,,,,,5,142,169,3,,,,,4,194,26
2016,CHITTAGONG,BAYEJID BOSTAMI,104047,ARMED POLICE BATTALION PUBLIC SCHOOL,,22,20,,,,,,,20,19,,,,,,,17,20,,,,,,,38,20,,,,,,23,20,
2016,CHITTAGONG,BAYEJID BOSTAMI,104051,CHITTAGONG CANTONMENT PUBLIC   COLLEGE,,154,9,,,,,,,161,14,,,,,,,162,5,,,,,,,198,6,,,,,,,209,10
2016,CHITTAGONG,BAYEJID BOSTAMI,104695,WAZEDIA  HIGH SCHOOL,,30,80,40,,,,,,20,100,,,,,,100,90,12,,,,,,10,60,170,14,,,,,,120,149
2016,CHITTAGONG,BAYEJID BOSTAMI,104700,ASHEKANE AWLIA  ABDUL MONAEM HIGH SCHOOL,17,60,,,,,,,24,50,,,,,,,40,101,,,,,,,,10,60,21,,,,,,22,80
2016,CHITTAGONG,BAYEJID BOSTAMI,134133,CANTONMENT ENGLISH SCHOOL & COLLEGE,0,143,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,130,0
2016,CHITTAGONG,BAYEJID BOSTAMI,134361,OXYZEN JUNIOR HIGH SCHOOL,,23,23,,,,,,,25,27,,,,,,,35,24,,,,,,,15,14,,,,,,,20,24
2016,CHITTAGONG,BAYEJID BOSTAMI,137740,BAIZID MODEL SCHOOL,,20,14,,,,,,17,20,,,,,,,5,20,,,,,,,,,,,,,,,,,
2016,CHITTAGONG,BANSHKHALI,104054,MONAYAMSHA AULIA HIGH SCHOOL,6,75,,,,,,,58,18,,,,,,,35,47,,,,,,,,40,17,,,,,,,,53
2016,CHITTAGONG,BANSHKHALI,104055,BANSHKHALI GIRLS HIGH SCHOOL,,450,74,,,,,,,84,300,,,,,,,43,300,,,,,,,260,87,,,,,,,180,30
2016,CHITTAGONG,BANSHKHALI,104056,SANUA KADERIA HIGH SCHOOL,120,39,0,0,0,0,0,0,0,124,0,0,0,0,0,0,70,28,0,0,0,0,0,0,80,16,0,0,0,0,0,0,60,19,0
2016,CHITTAGONG,BANSHKHALI,104057,BANSKHALI ADARSHA HIGH SCHOOL,24,262,8,,,,,,12,222,14,,,,,,6,252,11,3,,,,,5,144,7,1,,,,,2,138,9
2016,CHITTAGONG,BANSHKHALI,104058,BAIL CHARI NAZMUNNESA HIGH SCHOOL,10,30,400,136,,,,,,40,380,58,,,,,,180,170,15,,,,,115,120,90,55,,,,,160,70,28
2016,CHITTAGONG,BANSHKHALI,104059,BANIGRAM SADHANPUR HIGH SCHOOL,250,17,,,,,,200,50,14,,,,,,210,31,,,,,,180,20,12,,,,,,96,44,12,,
2016,CHITTAGONG,BANSHKHALI,104060,KALIPUR EZHARUL HOQUE HIGH SCHOOL,,130,24,,,,,,,138,13,,,,,,123,38,,,,,,,,93,12,,,,,,,78,11
2016,CHITTAGONG,BANSHKHALI,104061,SADHANPUR PALLI UNNOYAN HIGH SCHOOL,7,190,10,,,,,,30,80,101,,,,,,40,90,21,,,,,,25,75,55,,,,,,28,50,20
2016,CHITTAGONG,BANSHKHALI,104062,NAPORA SHEKHERKHIL HIGH SCHOOL,200,400,72,,,,,0,100,400,27,,,,,,46,300,100,,,,,,21,300,80,,,,,,,200,22
2016,CHITTAGONG,BANSHKHALI,104063,CHAMBAL HIGH SCHOOL,702,100,,,,,,,450,76,,,,,,,400,45,,,,,,,300,89,,,,,,,300,33,
2016,CHITTAGONG,BANSHKHALI,104064,NATMURA PUKURIA HIGH SCHOOL,,198,185,7,,,,,,19,238,81,,,,,,135,100,,,,,,,189,46,21,,,,,,184,32
2016,CHITTAGONG,BANSHKHALI,104065,PASCHIM BANSKHALI HIGH SCHOOL,,,,,,,,14,16,,,,,,345,120,,,,,,240,,,120,70,,,288,,,,135,153,
2016,CHITTAGONG,BANSHKHALI,104066,NASERA KHATUN R.K. GIRLS HIGH SCHOOL,12,180,40,,,,,,92,58,43,,,,,20,68,65,50,4,,,,,55,50,40,5,,,,,65,60,5
2016,CHITTAGONG,BANSHKHALI,104067,HAJIGAON BARUMCHARA HIGH SCHOOL,26,56,75,,,,,,53,73,,,,,,,64,77,,,,,,,46,58,,,,,,31,39,,
2016,CHITTAGONG,BANSHKHALI,104068,KOKDANDI GUNAGARI HIGH SCHOOL,300,55,,,,,,,275,6,,,,,,,280,108,,,,,,,200,25,,,,,,,180,24,9
2016,CHITTAGONG,BANSHKHALI,104069,SARAL AMIRIA HIGH SCHOOL,,,296,,,,,,,,185,,,,,,,,180,,,,,,,,103,,,,,,,,85
2016,CHITTAGONG,BANSHKHALI,104070,PUICHARI IZZATIA IDEAL HIGH SCHOOL,220,12,,,,,,,150,27,,,,,,,80,52,,,,,,,,90,20,2,,,,,60,30,6
2016,CHITTAGONG,BANSHKHALI,104071,KATHARIA BAGMARA HIGH SCHOOL,0,0,157,162,44,0,0,0,0,0,176,109,36,0,0,0,0,109,137,40,,,,,,169,103,11,,,,,,131,50
2016,CHITTAGONG,BANSHKHALI,104072,BANSKHALI BONGOBONDHU HIGH SCHOOL,80,350,200,8,,,,,,270,160,41,,,,,60,200,121,,,,,,,200,190,4,,,,,40,140,37
2016,CHITTAGONG,BANSHKHALI,104073,GONDAMARA BARAGHONA HIGH SCHOOL,120,70,66,,,,,,,120,82,,,,,,,50,77,,,,,,,30,40,,,,,,,,41
2016,CHITTAGONG,BANSHKHALI,104074,B.B. CHOWDHURY HIGH SCHOOL,,154,,,,,,,,151,,,,,,,,133,,,,,,,,126,,,,,,,,57,
2016,CHITTAGONG,BANSHKHALI,104075,SADHANPUR GIRLS HIGH SCHOOL,,20,112,,,,,,,18,100,,,,,,,10,102,,,,,,,62,10,,,,,,,25,45
2016,CHITTAGONG,BANSHKHALI,104076,BAHAR CHARA RATNAPUR HIGH SCHOOL,,580,12,,,,,,,415,20,,,,,,,370,20,,,,,,,350,20,,,,,,,170,15
2016,CHITTAGONG,BANSHKHALI,104077,RAICHATA PRAMASHIA IDEAL HIGH SCHOOL,,140,32,,,,,,,120,26,,,,,,,95,31,,,,,,,85,25,,,,,,,50,10
2016,CHITTAGONG,BANSHKHALI,104078,KHANKHANABAD IDEAL HIGH SCHOOL,,59,,,,,,,,34,,,,,,,,35,,,,,,,,95,,,,,,,,10,
2016,CHITTAGONG,BANSHKHALI,131400,KAMAL UDDIN CHOWDHURY GIRLS HIGH SCHOOL,51,21,6,,,,,,48,9,7,,,,,,40,31,4,,,,,,27,14,2,,,,,,22,3,
2016,CHITTAGONG,BANSHKHALI,134901,CHANDPUR NATMURA JUNIOR SCHOOL,,12,8,,,,,,,18,8,,,,,,,13,11,,,,,,,,,,,,,,,,
2016,CHITTAGONG,BANSHKHALI,134902,PASCHIM GONDAMARA HIGH SCHOOL,5,10,15,25,3,2,,,7,14,21,3,4,6,,,8,12,10,10,10,,,,,,,,,,,,,,
2016,CHITTAGONG,BAKALIA,104106,DAKKHIN PASCHIM BAKALIA HIGH SCHOOL,,80,66,,,,,,,80,50,10,,,,,,70,50,,,,,,,150,52,,,,,,,124,50
2016,CHITTAGONG,BAKALIA,104107,"JULEKHA AMINUR RAHMAN CITY CORP,HIGH SCHOOL",,6,70,14,,,,,,82,10,,,,,,,81,9,5,,,,,,59,13,,,,,,,65,11
2016,CHITTAGONG,BAKALIA,104209,BAKALI GOVT.  HIGH SCHOOL,265,11,,,,,,,270,11,,,,,,,270,21,,,,,,,270,29,,,,,,,270,18,
2016,CHITTAGONG,BAKALIA,104210,BAKOLIA ADASRSHA GIRLS HIGH SCHOOL,2,61,139,27,4,,,,18,98,111,6,1,,,,18,117,72,2,,,,,,115,83,3,,,,,56,77,54
2016,CHITTAGONG,BAKALIA,104212,PURBA BAKOLIA CITY CORP GIRLS HIGH SCHOOL AND COLLEGE,35,140,15,13,,,,0,12,114,40,17,,,0,0,8,128,33,,,0,0,0,0,90,75,,0,0,0,0,55,65,4
2016,CHITTAGONG,BAKALIA,104218,CHAR CHAKTAI CITY CORPORATION HIGH SCHOOL,48,100,54,6,,,,,22,98,27,3,,,,,11,90,40,10,,,,,7,100,50,,,,,,11,92,28
2016,CHITTAGONG,BAKALIA,104221,SANOWARA HIGH SCHOOL,20,170,16,,,,,,15,158,17,,,,,,17,155,13,,,,,,8,98,11,,,,,,18,87,15
2016,CHITTAGONG,BAKALIA,131385,PURBA BAKALIA CITY CORPORATION HIGH SCHOOL,50,60,15,6,8,0,0,30,40,34,20,5,0,0,0,0,70,30,10,3,0,0,0,0,20,50,20,20,0,0,0,0,40,30,3
2016,CHITTAGONG,BAKALIA,131898,DILWARA JAHAN MEMORIAL SCHOOL AND COLLEGE,49,20,0,0,0,0,0,0,48,13,0,0,0,0,0,0,55,80,7,0,0,0,0,0,11,96,19,0,0,0,0,0,23,67,4
2016,CHITTAGONG,BOALKHALI,104109,HAJEE ASGAR ALI HIGH SCHOOL,70,130,25,4,,,,,,140,90,14,,,,,,95,120,13,,,,,20,80,55,,,,,,,120,54
2016,CHITTAGONG,BOALKHALI,104110,EAST KADHUR KHILL HIGH SCHOOL,4,81,8,,,,,,3,69,7,,,,,,2,101,2,,,,,,2,66,2,,,,,,2,78,5
2016,CHITTAGONG,BOALKHALI,104111,KADHURKHIL UNITED MUSLIM HIGH SCHOOL,30,75,30,18,,,,,35,70,35,12,,,,,90,70,7,,,,,,80,60,5,,,,,,35,95,5
2016,CHITTAGONG,BOALKHALI,104113,KADHURKHIL HIGH SCHOOL,,195,32,,,,,,,160,58,,,,,,,30,150,51,,,,,,150,52,,,,,,,100,36
2016,CHITTAGONG,BOALKHALI,104114,PURNA CHANDRA SEN SAROATALI HIGH SCHOOL,,172,40,5,,,,,,180,36,,,,,,,105,43,45,,,,,15,59,53,13,,,,,,82,19
2016,CHITTAGONG,BOALKHALI,104115,KADHURKHIL GIRLS HIGH SCHOOL,5,40,23,0,0,0,0,0,5,55,2,0,0,0,0,0,5,60,10,0,0,0,0,0,4,15,11,0,0,0,0,0,4,10,31
2016,CHITTAGONG,BOALKHALI,104116,SHAKPURA MODEL HIGH SCHOOL,,100,67,,,,,,,150,17,,,,,,,150,3,,,,,,,90,8,,,,,,,175,5
2016,CHITTAGONG,BOALKHALI,104117,CHARANDWIP DEWAN BIBI GIRLS HIGH SCHOOL,,24,30,,,,,,,,24,30,,,,,,37,40,,,,,,,20,18,8,,,,,20,30,5
2016,CHITTAGONG,BOALKHALI,104118,MUCKTAKESHI  GIRL`S HIGH SCHOOL,11,23,27,,,,,,18,34,18,,,,,,5,45,21,,,,,,8,30,14,,,,,,11,41,8
2016,CHITTAGONG,BOALKHALI,104119,SHAKPURA  PILOT PRABARTAK KANYA  VIDYAPITH GIRL'S HIGH SCHOOL,85,55,29,,,,,15,85,48,14,,,,,21,95,38,30,,,,,5,62,11,5,,,,,6,45,21,14
2016,CHITTAGONG,BOALKHALI,104120,KANUNGO PARA DR. BHIBUTI BHUSHAN HGH SCHOOL,5,31,29,0,0,0,0,0,15,27,36,0,0,0,0,0,63,36,9,0,0,0,0,0,8,27,16,6,0,0,0,0,14,29,11
2016,CHITTAGONG,BOALKHALI,104121,SRI AUROBINDO GIRL'S HIGH SCHOOL,0,10,14,4,,,,0,6,10,5,3,,,,,6,40,4,1,1,,,,2,18,1,1,,,,,,21,10
2016,CHITTAGONG,BOALKHALI,104122,BENGURA K B K R GIRLS HIGH SCHOOL,65,25,5,,,,,,30,65,6,,,,,,,25,89,,,,,,,10,75,5,,,,,,46,70
2016,CHITTAGONG,BOALKHALI,104123,F. R. NURUL HOQUE HIGH SCHOOL,4,22,14,10,5,,,0,0,20,24,7,1,,0,,,28,14,7,,,,,21,6,,,,,,,22,6,
2016,CHITTAGONG,BOALKHALI,104124,IQBAL PARK GIRLS HIGH SCHOOL,,62,,,,,,,,42,,,,,,,,61,,,,,,,,31,,,,,,,,40,3
2016,CHITTAGONG,BOALKHALI,104125,HOWLA HIGH SCHOOL,34,30,30,,,,,,100,27,,,,,,,127,,,,,,,,149,,,,,,,88,,,
2016,CHITTAGONG,BOALKHALI,104126,UTTAR BHURSHI ANNADA JIBAN HIGH SCHOOL,,62,8,,,,,,,58,5,,,,,,,83,11,,,,,,,32,6,,,,,,,71,7
2016,CHITTAGONG,BOALKHALI,104127,WEST KADHURKHIL  SCHOOL AND COLLEGE,58,175,25,,,,,,44,148,6,,,,,,30,155,27,8,,,,,16,108,22,4,,,,,11,140,7
2016,CHITTAGONG,BOALKHALI,104128,KHARANDWIP MULTILATERAL HIGH SCHOOL,45,97,,,,,,,18,94,,,,,,,56,82,,,,,,,,26,43,,,,,,,100,12
2016,CHITTAGONG,BOALKHALI,104129,SYEDPUR BOHUMUKHI HIGH SCHOOL,,190,12,,,,,,,32,49,,,,,,,68,19,,,,,,,90,19,,,,,,28,29,25
2016,CHITTAGONG,BOALKHALI,104130,CHARANDWIP U.C HIGH SCHOOL,53,154,,,,,,,,219,3,,,,,,229,,,,,,,,120,37,,,,,,,,171,11
2016,CHITTAGONG,BOALKHALI,104132,JAISTHAPURA RAMANI MOHAN HIGH SCHOOL,,20,80,46,10,,,,,68,78,10,,,,,,24,99,58,,,,,,20,86,16,,,,,8,98,24
2016,CHITTAGONG,BOALKHALI,104133,SREEPUR KHARANDWIP GIRL'S SCHOOL,10,36,10,,,,,,15,45,10,,,,,,20,50,11,,,,,,15,30,5,,,,,,5,32,6
2016,CHITTAGONG,BOALKHALI,104134,AKUBDANDI WARES  MOHSENA HIGH SCHOOL,29,49,,,,,,,27,34,,,,,,,32,40,,,,,,,15,20,,,,,,,20,12,
2016,CHITTAGONG,BOALKHALI,104135,UTTAR GOMDANDI HIGH SCHOOL,18,108,,,,,,,12,103,8,,,,,,,88,12,5,,,,,,17,72,,,,,,,5,65
2016,CHITTAGONG,BOALKHALI,104136,PURBA GOMDANDI ALHAJ BUDRUCH MEHER HIGH SCHOOL,,50,5,,,,,,,75,10,,,,,,,71,8,,,,,,,48,,,,,,,,65,8
2016,CHITTAGONG,BOALKHALI,104476,WEST GOMDANDI UNION HIGH SCHOOL,162,250,64,,,,,,93,180,160,,,,,,168,150,190,,,,,,70,80,221,,,,,,26,120,180
2016,CHITTAGONG,BOALKHALI,136019,HAJEE MOHAMED JANE ALAM HIGH SCHOOL,,133,25,,,,,,,149,14,,,,,,,168,35,,,,,,,95,9,,,,,,7,133,10
2016,CHITTAGONG,BOALKHALI,136661,A NOOR BLOSSOM SCHOOL,,5,56,4,,,,,,6,46,2,,,,,,7,46,2,,,,,,,,,,,,,,,
2016,CHITTAGONG,CHANDANAISH,104156,KESHUYA HIGH SCHOOL,,95,20,5,,,,,50,30,10,7,,,,,,70,30,16,,,,,30,50,30,8,,,,,,50,9
2016,CHITTAGONG,CHANDANAISH,104157,DOHAZARI JAMIJURI GIRLS HIGH SCHOOL .,21,70,20,,,,,,10,70,30,,,,,,15,80,23,,,,,,80,30,5,,,,,,80,15,
2016,CHITTAGONG,CHANDANAISH,104158,PURBA SATBARIA MULTILATARAL HIGH SCHOOL,85,66,,,,,,,85,60,,,,,,,45,43,43,,,,,,28,30,33,,,,,,22,25,30
2016,CHITTAGONG,CHANDANAISH,104159,JAFARABAD HIGH SCHOOL ,168,40,2,,,,,,113,35,3,,,,,,126,30,2,,,,,,35,78,2,,,,,,14,49,32
2016,CHITTAGONG,CHANDANAISH,104160,DIAKUL SANOWARA ADARSHA  HIGH SCHOOL AND COLLEGE,98,28,,,,,,,85,20,,,,,,,75,23,,,,,,,67,18,,,,,,,65,7,
2016,CHITTAGONG,CHANDANAISH,104161,KHAN DIGHI ML T HIGH SCHOOL,42,129,31,9,0,0,0,4,87,38,10,0,0,0,,,32,60,8,1,0,,,7,53,62,24,0,,,,,12,56,24
2016,CHITTAGONG,CHANDANAISH,104162,HASONDONDI ML. HIGH SCHOOL,4,75,96,,,,,,5,55,141,,,,,,45,68,,,,,,,15,82,,,,,,,16,91,
2016,CHITTAGONG,CHANDANAISH,104163,BAILTALI MULTILA TERAL HIGH SCHOOL,207,44,8,,,,,,,215,74,9,,,,,,209,25,25,,,,,,117,65,8,,,,,,117,56
2016,CHITTAGONG,CHANDANAISH,104166,FATENAGAR S.N.GIRLS HIGH SCHOOL,,51,,,,,,,,55,,,,,,,,30,,,,,,,,28,,,,,,,,22,
2016,CHITTAGONG,CHANDANAISH,104167,GASBARIA NITTYANANDA GOURACHANDRA SECONDARY SCHOOL,,388,85,8,,,,,,296,76,2,,,,,,309,153,3,,,,,,209,190,,,,,,,168,78
